2018-11-06 05:41:22.491558, 40.4243033333, -86.9066733333, outsiide
2018-11-06 05:41:23.509682, 40.4243066667, -86.906675, outsiide
2018-11-06 05:41:24.493912, 40.4243116667, -86.9066783333, outsiide
2018-11-06 05:41:25.491661, 40.4243166667, -86.90668, outsiide
2018-11-06 05:41:26.492179, 40.4243216667, -86.9066816667, outsiide
2018-11-06 05:41:27.495068, 40.4243283333, -86.906685, outsiide
2018-11-06 05:41:28.514429, 40.4243333333, -86.9066883333, outsiide
2018-11-06 05:41:29.494944, 40.4243383333, -86.90669, outsiide
2018-11-06 05:41:30.493935, 40.424345, -86.9066916667, outsiide
2018-11-06 05:41:31.491950, 40.4243483333, -86.9066916667, outsiide
2018-11-06 05:41:32.492455, 40.4243483333, -86.90669, outsiide
2018-11-06 05:41:33.511823, 40.4243533333, -86.9066933333, outsiide
2018-11-06 05:41:34.492214, 40.4243566667, -86.9066966667, outsiide
2018-11-06 05:41:48.499074, 40.424365, -86.9067366667, outsiide
2018-11-06 05:41:49.489670, 40.4243633333, -86.9067366667, outsiide
2018-11-06 05:41:50.487401, 40.4243633333, -86.9067316667, outsiide
2018-11-06 05:41:51.490144, 40.42436, -86.9067283333, outsiide
2018-11-06 05:41:52.486794, 40.42436, -86.906725, outsiide
